year	benchmark	value	avg
1	1	7.7	9.28
1	2	7.7	9.28
1	3	0	0.00
1	4	7.7	9.33
1	5	7.7	8.91
1	6	7.7	1.97
1	7	7.7	9.08
1	8	7.7	8.30
1	9	7.7	9.29
1	10	0	0.00
1	11	0	0.00
1	12	7.7	9.15
1	13	7.7	9.19
1	14	7.7	9.39
1	15	7.7	9.25
1	16	7.7	8.89
2	1	7.7	9.24
2	2	7.7	9.23
2	3	0	0.00
2	4	7.7	9.32
2	5	7.7	8.85
2	6	7.7	1.76
2	7	7.7	9.24
2	8	7.7	8.26
2	9	7.7	9.28
2	10	0	0.00
2	11	0	0.00
2	12	7.7	9.24
2	13	7.7	9.17
2	14	7.7	9.27
2	15	7.7	9.19
2	16	7.7	8.80
3	1	7.7	9.31
3	2	7.7	9.27
3	3	0	0.00
3	4	7.7	9.40
3	5	7.7	8.94
3	6	7.7	1.82
3	7	7.7	9.17
3	8	7.7	8.63
3	9	7.7	9.38
3	10	0	0.00
3	11	0	0.00
3	12	7.7	9.07
3	13	7.7	9.25
3	14	7.7	9.41
3	15	7.7	9.05
3	16	7.7	8.98
4	1	10	9.33
4	2	10	9.36
4	3	0	0.00
4	4	10	9.32
4	5	10	9.16
4	6	10	1.78
4	7	10	9.42
4	8	10	8.79
4	9	10	9.55
4	10	0	0.00
4	11	0	0.00
4	12	10	9.14
4	13	0	9.34
4	14	0	9.35
4	15	10	9.31
4	16	0	9.08
5	1	16.7	9.27
5	2	0	9.41
5	3	0	0.00
5	4	16.7	9.22
5	5	16.7	9.26
5	6	0	0.00
5	7	0	9.36
5	8	16.7	9.14
5	9	0	9.68
5	10	0	0.00
5	11	0	0.00
5	12	0	9.31
5	13	0	9.44
5	14	16.7	9.46
5	15	16.7	9.49
5	16	0	0.00
